------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=20
------------------------------
sockperf: [Total Run] RunTime=20.100 sec; SentMessages=2011; ReceivedMessages=2010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=19.990 sec; SentMessages=2000; ReceivedMessages=2000
sockperf: [2;35m====> avg-lat= 73.523 (std-dev=43.108)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 2000 observations[0m; each percentile contains 20.00 observations
sockperf: ---> <MAX> observation =  183.483
sockperf: ---> percentile 99.999 =  183.483
sockperf: ---> percentile 99.990 =  183.483
sockperf: ---> percentile 99.900 =  181.862
sockperf: ---> percentile 99.000 =  175.640
sockperf: ---> percentile 90.000 =  156.515
sockperf: ---> percentile 75.000 =   80.802
sockperf: ---> percentile 50.000 =   55.888
sockperf: ---> percentile 25.000 =   46.191
sockperf: ---> <MIN> observation =    8.945
------------------------------
txTime, rxTime
2.061876133, 2.062183415
2.071876136, 2.072184960
2.081876131, 2.082180362
2.091876136, 2.092230316
2.101876135, 2.102241895
2.111876138, 2.112234390
2.121876136, 2.122230161
2.131876131, 2.132227411
2.141876126, 2.142215977
2.151876144, 2.152213666
2.161876145, 2.162215046
2.171876145, 2.172200605
2.181876149, 2.182193132
2.191876150, 2.192237367
2.201876152, 2.202203743
2.211876150, 2.212217236
2.221876149, 2.222207399
2.231876153, 2.232217079
2.241876148, 2.242190914
2.251876142, 2.252226179
2.261876134, 2.262223176
2.271876134, 2.272202748
2.281876129, 2.282219418
2.291876153, 2.292221200
2.301876152, 2.302227854
2.311876152, 2.312223598
2.321876147, 2.322216981
2.331876150, 2.332223174
2.341876150, 2.342209314
2.351876146, 2.352212615
2.361876149, 2.362086753
2.371876143, 2.371983268
2.381876135, 2.381957877
2.391876136, 2.391981524
2.401876178, 2.401983456
2.411876138, 2.412002650
2.421876138, 2.421962741
2.431876135, 2.432018058
2.441876135, 2.441960967
2.451876135, 2.451992178
2.461876131, 2.461981258
2.471876136, 2.471981241
2.481876146, 2.481955944
2.491876139, 2.491980105
2.501876145, 2.502002890
2.511876149, 2.511959724
2.521876146, 2.521987264
2.531876141, 2.531967492
2.541876136, 2.541993893
2.551876131, 2.551984275
2.561876148, 2.562003279
2.571876138, 2.571962220
2.581876165, 2.582015446
2.591876131, 2.591978651
2.601876138, 2.601988688
2.611876133, 2.611993580
2.621876136, 2.621968724
2.631876148, 2.632061939
2.641876148, 2.642001167
2.651876148, 2.651978057
2.661876165, 2.662012492
