------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.990 sec; SentMessages=1000; ReceivedMessages=1000
sockperf: [2;35m====> avg-lat= 81.848 (std-dev=23.403)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 1000 observations[0m; each percentile contains 10.00 observations
sockperf: ---> <MAX> observation =  162.290
sockperf: ---> percentile 99.999 =  162.290
sockperf: ---> percentile 99.990 =  162.290
sockperf: ---> percentile 99.900 =  153.873
sockperf: ---> percentile 99.000 =  135.420
sockperf: ---> percentile 90.000 =  114.255
sockperf: ---> percentile 75.000 =   97.464
sockperf: ---> percentile 50.000 =   80.725
sockperf: ---> percentile 25.000 =   63.793
sockperf: ---> <MIN> observation =   33.305
------------------------------
txTime, rxTime
2.061581688, 2.061763182
2.071581684, 2.071776398
2.081581682, 2.081684189
2.091581680, 2.091690058
2.101581679, 2.101734859
2.111581685, 2.111767243
2.121597556, 2.121858803
2.131581684, 2.131787640
2.141581683, 2.141684899
2.151581678, 2.151682894
2.161585221, 2.161731159
2.171581680, 2.171826770
2.181581684, 2.181786936
2.191581684, 2.191751777
2.201581687, 2.201774677
2.211581687, 2.211825836
2.221581681, 2.221732583
2.231581685, 2.231728888
2.241581680, 2.241744356
2.251581687, 2.251797124
2.261581682, 2.261751702
2.271581687, 2.271730504
2.281581681, 2.281834421
2.291581680, 2.291830198
2.301581682, 2.301842218
2.311581689, 2.311708191
2.321581685, 2.321799136
2.331581685, 2.331737750
2.341581670, 2.341694589
2.351581685, 2.351769773
2.361581687, 2.361741060
2.371581684, 2.371786814
2.381581683, 2.381751953
2.391581685, 2.391683591
2.401581681, 2.401792649
2.411581677, 2.411839448
2.421581682, 2.421775066
2.431581689, 2.431771611
2.441581685, 2.441724998
2.451581677, 2.451821069
2.461581687, 2.461721829
2.471581681, 2.471747236
2.481581680, 2.481755092
2.491581670, 2.491748521
2.501581678, 2.501828598
2.511581668, 2.511689286
2.521581679, 2.521758159
2.531581682, 2.531734385
2.541581675, 2.541739257
2.551581682, 2.551777842
2.561581672, 2.561748315
2.571581679, 2.571717481
2.581581664, 2.581767125
2.591581672, 2.591738635
2.601581668, 2.601701565
2.611581665, 2.611656949
2.621581687, 2.621757131
2.631581687, 2.631781540
2.641581682, 2.641804953
2.651581685, 2.651720932
2.661581670, 2.661746935
2.671581676, 2.671756630
2.681581677, 2.681854929
2.691581688, 2.691782020
2.701581689, 2.701786758
2.711581688, 2.711810516
2.721581683, 2.721748299
2.731581682, 2.731663235
2.741581680, 2.741731700
2.751581675, 2.751733185
2.761590856, 2.761702621
2.771581681, 2.771835993
2.781581690, 2.781802475
2.791581679, 2.791707559
2.801581682, 2.801776165
2.811581678, 2.811832003
2.821581685, 2.821781501
2.831581682, 2.831715875
2.841581683, 2.841715486
2.851581681, 2.851711758
2.861581678, 2.861737347
2.871581678, 2.871708382
2.881581684, 2.881757896
2.891581667, 2.891751532
2.901581667, 2.901764801
2.911581664, 2.911689711
2.921581683, 2.921729389
2.931581687, 2.931712868
2.941581692, 2.941811755
2.951581678, 2.951707455
2.961581685, 2.961828279
2.971581684, 2.971711034
2.981581686, 2.981720901
2.991581663, 2.991818547
3.001581662, 3.001696275
3.011581688, 3.011695713
3.021581680, 3.021681878
3.031581687, 3.031809569
3.041581706, 3.041845584
3.051581687, 3.051729129
3.061581684, 3.061756670
3.071581682, 3.071800601
3.081581684, 3.081781107
3.091581681, 3.091750498
3.101581685, 3.101722070
3.111581683, 3.111745321
3.121581687, 3.121762678
3.131581685, 3.131734787
3.141581680, 3.141687884
3.151581686, 3.151685870
3.161581692, 3.161668480
3.171581685, 3.171699703
3.181581677, 3.181784158
3.191581685, 3.191727431
3.201581678, 3.201753117
3.211581680, 3.211825734
3.221581677, 3.221692839
3.231581688, 3.231779151
3.241581689, 3.241669446
3.251581685, 3.251816306
3.261581683, 3.261657063
3.271581682, 3.271722020
3.281581677, 3.281691132
3.291581693, 3.291754613
3.301581677, 3.301707963
3.311581678, 3.311687196
3.321581685, 3.321760844
3.331581664, 3.331687293
3.341581662, 3.341721356
3.351581665, 3.351765143
3.361581685, 3.361714710
3.371581682, 3.371745900
3.381581685, 3.381764418
3.391581684, 3.391771338
3.401581682, 3.401686857
3.411581680, 3.411711562
3.421581687, 3.421731305
3.431581685, 3.431754230
3.441581679, 3.441652178
3.451581682, 3.451743985
3.461581678, 3.461714253
3.471581685, 3.471747517
3.481581687, 3.481807385
3.491581686, 3.491796982
3.501581680, 3.501726207
3.511581677, 3.511693972
3.521581680, 3.521698725
3.531581669, 3.531753269
3.541581686, 3.541699346
3.551581682, 3.551759616
3.561581680, 3.561723717
3.571581679, 3.571756250
3.581581685, 3.581705233
3.591581683, 3.591723382
3.601581687, 3.601709186
3.611581690, 3.611761004
3.621581680, 3.621782735
3.631581686, 3.631712985
3.641581685, 3.641706524
3.651581680, 3.651775116
3.661581684, 3.661707216
3.671581690, 3.671678733
3.681581684, 3.681686955
3.691581684, 3.691727613
3.701581688, 3.701738633
3.711581687, 3.711717001
3.721581680, 3.721745397
