------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.991 sec; SentMessages=1000; ReceivedMessages=1000
sockperf: [2;35m====> avg-lat=721.280 (std-dev=151.482)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 1000 observations[0m; each percentile contains 10.00 observations
sockperf: ---> <MAX> observation = 1096.045
sockperf: ---> percentile 99.999 = 1096.045
sockperf: ---> percentile 99.990 = 1096.045
sockperf: ---> percentile 99.900 = 1085.304
sockperf: ---> percentile 99.000 = 1037.364
sockperf: ---> percentile 90.000 =  899.043
sockperf: ---> percentile 75.000 =  816.885
sockperf: ---> percentile 50.000 =  736.774
sockperf: ---> percentile 25.000 =  628.615
sockperf: ---> <MIN> observation =  216.769
------------------------------
txTime, rxTime
2.063034072, 2.064167407
2.073034078, 2.075020194
2.083034074, 2.084199629
2.093034073, 2.094179272
2.103034075, 2.104119782
2.113034073, 2.114301564
2.123034073, 2.124120668
2.133034077, 2.134598101
2.143034076, 2.144840336
2.153034075, 2.154663982
2.163034077, 2.164781934
2.173034074, 2.174267831
2.183034076, 2.184070261
2.193034079, 2.194929148
2.203034075, 2.204410623
2.213034075, 2.214563019
2.223034088, 2.224414217
2.233034076, 2.234237851
2.243034077, 2.244059164
2.253034078, 2.254251151
2.263034074, 2.264404836
2.273034078, 2.274589048
2.283034075, 2.284382193
2.293034076, 2.294504068
2.303034077, 2.304741257
2.313034072, 2.314680846
2.323034078, 2.324713275
2.333034076, 2.334203784
2.343034075, 2.344357462
2.353034075, 2.354465666
2.363034078, 2.364961868
2.373034072, 2.374294158
2.383034071, 2.384599141
2.393034073, 2.394495639
2.403034078, 2.404321847
2.413034075, 2.414465040
2.423034078, 2.424956647
2.433034092, 2.434483306
2.443034079, 2.444609336
2.453034077, 2.454474567
2.463034075, 2.464286217
2.473034078, 2.473793954
