------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.990 sec; SentMessages=1000; ReceivedMessages=1000
sockperf: [2;35m====> avg-lat=137.589 (std-dev=27.757)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 1000 observations[0m; each percentile contains 10.00 observations
sockperf: ---> <MAX> observation =  213.638
sockperf: ---> percentile 99.999 =  213.638
sockperf: ---> percentile 99.990 =  213.638
sockperf: ---> percentile 99.900 =  212.302
sockperf: ---> percentile 99.000 =  198.480
sockperf: ---> percentile 90.000 =  173.593
sockperf: ---> percentile 75.000 =  156.676
sockperf: ---> percentile 50.000 =  137.963
sockperf: ---> percentile 25.000 =  118.747
sockperf: ---> <MIN> observation =   38.212
------------------------------
txTime, rxTime
2.061958102, 2.062233203
2.071958106, 2.072178561
2.081958106, 2.082290503
2.091958100, 2.092312838
2.101958101, 2.102337984
2.111958096, 2.112231666
2.121958099, 2.122183794
2.131958092, 2.132271180
2.141958112, 2.142210643
2.151958104, 2.152186326
2.161958105, 2.162240936
2.171958105, 2.172200351
2.181958101, 2.182160656
2.191958102, 2.192236049
2.201958109, 2.202382715
2.211958095, 2.212238000
2.221958104, 2.222227328
2.231958101, 2.232164229
2.241958099, 2.242236037
2.251958101, 2.252294193
2.261958105, 2.262156637
2.271958101, 2.272241807
2.281958096, 2.282196292
2.291958094, 2.292286102
2.301958112, 2.302224629
2.311958104, 2.312270621
2.321958101, 2.322274078
2.331958105, 2.332339219
2.341958096, 2.342283953
2.351958095, 2.352282719
2.361958097, 2.362203134
2.371958101, 2.372159903
2.381958092, 2.382250694
2.391958101, 2.392201978
2.401958168, 2.402256102
2.411958120, 2.412214580
2.421958117, 2.422161949
2.431958124, 2.432218553
2.441958124, 2.442321096
2.451958112, 2.452264533
2.461958112, 2.462202503
2.471958112, 2.472304016
2.481958122, 2.482166791
2.491958115, 2.492190202
2.501958116, 2.502163340
2.511958120, 2.512245566
2.521958120, 2.522183683
2.531958120, 2.532259762
2.541958115, 2.542186294
2.551958104, 2.552262845
2.561958119, 2.562291618
2.571958100, 2.572220431
2.581958119, 2.582235539
2.591958124, 2.592294645
2.601958119, 2.602195613
2.611958115, 2.612282039
2.621958119, 2.622205794
2.631958122, 2.632154054
2.641958119, 2.642257096
2.651958120, 2.652195969
2.661958119, 2.662301814
2.671958114, 2.672205943
2.681958119, 2.682304370
2.691958116, 2.692260566
2.701958114, 2.702191767
2.711958189, 2.712280040
2.721958121, 2.722238803
2.731958102, 2.732189156
2.741958114, 2.742146581
2.751958124, 2.752216572
2.761958117, 2.762159242
2.771958100, 2.772245361
2.781958115, 2.782194860
2.791958124, 2.792321438
2.801958121, 2.802198445
2.811958120, 2.812222266
2.821958115, 2.822254742
2.831958120, 2.832313643
2.841958110, 2.842263554
2.851958115, 2.852204633
2.861958115, 2.862288388
2.871958125, 2.872252303
2.881958117, 2.882201493
2.891958116, 2.892306744
2.901958120, 2.902253926
2.911958122, 2.912182385
2.921958124, 2.922215685
2.931958112, 2.932215378
2.941958112, 2.942199599
2.951958115, 2.952252991
2.961958120, 2.962204538
2.971958115, 2.972160364
2.981958119, 2.982201656
2.991958121, 2.992186782
3.001958105, 3.002139380
3.011958101, 3.012198484
3.021958115, 3.022225299
3.031958114, 3.032308465
3.041958122, 3.042136566
3.051958124, 3.052331466
3.061958107, 3.062225098
3.071958096, 3.072305531
3.081958092, 3.082258940
3.091958105, 3.092295719
3.101958101, 3.102244209
3.111958107, 3.112229531
3.121958104, 3.122172753
3.131958099, 3.132258236
3.141958105, 3.142236108
3.151958102, 3.152281037
3.161958100, 3.162233957
3.171958097, 3.172327598
3.181958104, 3.182279990
3.191958115, 3.192208143
3.201958099, 3.202195384
